Date,BAC,CITI,GS,JPMC,MS,BAC_return,CITI_return,GS_return,JPMC_return,MS_return,,,
4/4/2019,27.9,61.95,194.27,100.34,42.69,0.01081,0.01153,0.00682,0.00961,0.01226,,,
5/4/2019,27.83,61.7,194.41,100.1,42.66,-0.00251,-0.00404,0.00072,-0.00239,-0.0007,,,
8/4/2019,27.92,62.19,194.56,100.43,42.74,0.00323,0.00791,0.00077,0.00329,0.00187,,,
9/4/2019,27.65,61.37,192.72,99.69,42.05,-0.00972,-0.01327,-0.0095,-0.0074,-0.01628,,,
10/4/2019,27.82,61.67,194.99,100.13,42.23,0.00613,0.00488,0.01171,0.0044,0.00427,,,
11/4/2019,27.82,62.04,194.84,100.98,42.56,0,0.00598,-0.00077,0.00845,0.00778,,,
12/4/2019,28.88,63.46,199.66,105.71,44.36,0.03739,0.02263,0.02444,0.04578,0.04142,,,
15-04-2019,28.56,63.42,192.04,104.5,43.78,-0.01114,-0.00063,-0.03891,-0.01151,-0.01316,,,
16-04-2019,28.6,65.24,193.89,105.61,44.67,0.0014,0.02829,0.00959,0.01057,0.02013,,,
17-04-2019,28.74,66.21,199.71,108.65,45.85,0.00488,0.01476,0.02958,0.02838,0.02607,,,
18-04-2019,28.74,65.57,197.8,107.85,45.18,0,-0.00971,-0.00961,-0.00739,-0.01472,,,
22-04-2019,28.76,65.03,196.54,107.98,44.93,0.0007,-0.00827,-0.00639,0.0012,-0.00555,,,
23-04-2019,28.78,65.13,196.1,108.12,44.99,0.0007,0.00154,-0.00224,0.0013,0.00133,,,
24-04-2019,28.73,64.78,192.64,107.94,45.02,-0.00174,-0.00539,-0.0178,-0.00167,0.00067,,,
25-04-2019,28.79,64.69,193.47,107.99,44.93,0.00209,-0.00139,0.0043,0.00046,-0.002,,,
26-04-2019,29.05,65.42,195.08,108.81,45.5,0.00899,0.01122,0.00829,0.00756,0.01261,,,
29-04-2019,29.45,66.85,198.77,110.38,46.33,0.01368,0.02162,0.01874,0.01433,0.01808,,,
30-04-2019,29.27,66.54,197.81,110.31,46.13,-0.00613,-0.00465,-0.00484,-0.00063,-0.00433,,,
1/5/2019,28.96,65.85,196.67,109.47,45.48,-0.01065,-0.01042,-0.00578,-0.00764,-0.01419,,,
2/5/2019,29.19,66.22,196.92,109.7,45.71,0.00791,0.0056,0.00127,0.0021,0.00504,,,
3/5/2019,29.39,66.94,199.35,110.38,45.95,0.00683,0.01081,0.01226,0.00618,0.00524,,,
6/5/2019,29.16,66.7,198.3,109.4,45.62,-0.00786,-0.00359,-0.00528,-0.00892,-0.00721,,,
7/5/2019,28.64,64.57,194.65,107.61,44.66,-0.01799,-0.03246,-0.01858,-0.0165,-0.02127,,,
8/5/2019,28.52,64.62,193.04,107.04,44.49,-0.0042,0.00077,-0.00831,-0.00531,-0.00381,,,
9/5/2019,28.43,64.06,193.69,106.96,44.41,-0.00316,-0.0087,0.00336,-0.00075,-0.0018,,,
10/5/2019,28.31,64.32,194.09,106.95,44.31,-0.00423,0.00405,0.00206,-0.00009,-0.00225,,,
13-05-2019,27.04,60.99,187.29,104.04,42.24,-0.0459,-0.05316,-0.03566,-0.02759,-0.04784,,,
14-05-2019,27.39,61.82,188.55,104.87,42.08,0.01286,0.01352,0.00671,0.00795,-0.0038,,,
15-05-2019,27.08,61.45,188.67,104.47,41.97,-0.01138,-0.006,0.00064,-0.00382,-0.00262,,,
16-05-2019,27.36,62.5,191.3,105.81,42.34,0.01029,0.01694,0.01384,0.01275,0.00878,,,
17-05-2019,27.18,61.64,189.66,105.29,41.95,-0.0066,-0.01386,-0.00861,-0.00493,-0.00925,,,
20-05-2019,27.18,61.53,189.47,105.84,41.94,0,-0.00179,-0.001,0.00521,-0.00024,,,
21-05-2019,27.46,62.6,191.27,106.21,42.44,0.01025,0.01724,0.00946,0.00349,0.01185,,,
22-05-2019,27.27,61.25,187.82,105.34,41.58,-0.00694,-0.0218,-0.0182,-0.00823,-0.02047,,,
23-05-2019,26.57,60.53,184.41,103.27,40.83,-0.026,-0.01182,-0.01832,-0.01985,-0.0182,,,
24-05-2019,26.97,60.99,185.4,104.29,41.07,0.01494,0.00757,0.00535,0.00983,0.00586,,,
28-05-2019,26.7,60.43,181.98,103.15,40.32,-0.01006,-0.00922,-0.01862,-0.01099,-0.01843,,,
29-05-2019,26.56,60.35,181.46,102.87,40.34,-0.00526,-0.00132,-0.00286,-0.00272,0.0005,,,
30-05-2019,25.99,60.26,180.8,101.77,39.99,-0.02169,-0.00149,-0.00364,-0.01075,-0.00871,,,
31-05-2019,25.46,58.87,176.09,100.72,38.9,-0.0206,-0.02334,-0.0264,-0.01037,-0.02764,,,
3/6/2019,25.53,59.31,176.77,101.2,38.94,0.00275,0.00745,0.00385,0.00475,0.00103,,,
4/6/2019,26.72,62.41,183.22,104.31,40.61,0.04556,0.05095,0.03584,0.03027,0.04199,,,
5/6/2019,26.71,62.31,181.84,104.69,40.57,-0.00037,-0.0016,-0.00756,0.00364,-0.00099,,,
6/6/2019,26.83,62.96,183.16,104.91,40.93,0.00448,0.01038,0.00723,0.0021,0.00883,,,
7/6/2019,26.49,62.23,183.16,103.76,40.83,-0.01275,-0.01166,0,-0.01102,-0.00245,,,
10/6/2019,27.01,63.58,187.32,104.88,41.39,0.01944,0.02146,0.02246,0.01074,0.01362,,,
11/6/2019,27.17,64.3,187.9,105.21,41.75,0.00591,0.01126,0.00309,0.00314,0.00866,,,
12/6/2019,26.89,63.29,183.55,103.87,40.75,-0.01036,-0.01583,-0.02342,-0.01282,-0.02424,,,
13-06-2019,26.89,63.54,184.74,104.12,41.06,0,0.00394,0.00646,0.0024,0.00758,,,
14-06-2019,26.98,63.92,184.94,104.39,40.94,0.00334,0.00596,0.00108,0.00259,-0.00293,,,
17-06-2019,26.88,63.03,184.14,103.82,40.64,-0.00371,-0.01402,-0.00434,-0.00548,-0.00735,,,
18-06-2019,27.54,64.4,188.15,105.24,41.44,0.02426,0.0215,0.02154,0.01358,0.01949,,,
19-06-2019,27.25,64.03,188.78,104.48,41.25,-0.01059,-0.00576,0.00334,-0.00725,-0.0046,,,
20-06-2019,27.2,64.51,188.84,104.74,41.55,-0.00184,0.00747,0.00032,0.00249,0.00725,,,
21-06-2019,27.06,64.39,189.07,104.03,41.67,-0.00516,-0.00186,0.00122,-0.0068,0.00288,,,
24-06-2019,26.92,63.86,190.57,103.29,41.18,-0.00519,-0.00827,0.0079,-0.00714,-0.01183,,,
25-06-2019,26.71,63.03,189.19,102.43,40.79,-0.00783,-0.01308,-0.00727,-0.00836,-0.00952,,,
26-06-2019,26.86,63.68,190.1,103.12,41.1,0.0056,0.01026,0.0048,0.00671,0.00757,,,
27-06-2019,27.15,64.56,192.33,103.46,41.58,0.01074,0.01372,0.01166,0.00329,0.01161,,,
28-06-2019,27.91,66.34,197.43,106.27,41.89,0.02761,0.0272,0.02617,0.0268,0.00743,,,
1/7/2019,28.31,67.01,199.61,108.06,42.02,0.01423,0.01005,0.01098,0.0167,0.0031,,,
2/7/2019,28.05,66.73,198.76,108.17,41.91,-0.00923,-0.00419,-0.00427,0.00102,-0.00262,,,
3/7/2019,27.95,67.11,198.82,108,42.06,-0.00357,0.00568,0.0003,-0.00157,0.00357,,,
5/7/2019,28.16,67.64,200.61,108.64,42.27,0.00749,0.00787,0.00896,0.00591,0.00498,,,
8/7/2019,28.1,67.38,198.54,108.05,41.58,-0.00213,-0.00385,-0.01037,-0.00545,-0.01646,,,
9/7/2019,28.24,67.79,200.49,108.51,41.86,0.00497,0.00607,0.00977,0.00425,0.00671,,,
10/7/2019,27.92,67.38,198.75,108.19,41.41,-0.0114,-0.00607,-0.00872,-0.00295,-0.01081,,,
11/7/2019,28.25,67.83,203.94,109.23,42.24,0.01175,0.00666,0.02578,0.00957,0.01985,,,
12/7/2019,28.34,67.99,206.44,110.38,42.9,0.00318,0.00236,0.01218,0.01047,0.0155,,,
15-07-2019,28.12,67.93,204.16,109.04,42.48,-0.00779,-0.00088,-0.01111,-0.01221,-0.00984,,,
16-07-2019,27.9,67.56,207.97,110.2,42.48,-0.00785,-0.00546,0.01849,0.01058,0,,,
17-07-2019,28.09,67.09,205.82,109.12,41.85,0.00679,-0.00698,-0.01039,-0.00985,-0.01494,,,
18-07-2019,28.37,68,207,109.77,42.48,0.00992,0.01347,0.00572,0.00594,0.01494,,,
19-07-2019,28.29,67.18,206.04,108.69,42.44,-0.00282,-0.01213,-0.00465,-0.00989,-0.00094,,,
22-07-2019,28.45,67.36,206.5,109.39,42.55,0.00564,0.00268,0.00223,0.00642,0.00259,,,
23-07-2019,29.11,68.19,211.74,111.39,43.12,0.02293,0.01225,0.02506,0.01812,0.01331,,,
24-07-2019,29.51,69.16,214.25,111.84,43.5,0.01365,0.01412,0.01178,0.00403,0.00877,,,
25-07-2019,29.19,67.63,212.27,110.77,42.9,-0.0109,-0.02237,-0.00928,-0.00961,-0.01389,,,
26-07-2019,29.61,68.35,214.35,111.26,43.73,0.01429,0.01059,0.00975,0.00441,0.01916,,,
29-07-2019,29.37,67.98,212.6,110.9,43.24,-0.00814,-0.00543,-0.0082,-0.00324,-0.01127,,,
30-07-2019,29.72,67.93,213.64,110.65,43.04,0.01185,-0.00074,0.00488,-0.00226,-0.00464,,,
31-07-2019,29.52,67.41,212.41,111.05,42.94,-0.00675,-0.00768,-0.00577,0.00361,-0.00233,,,
1/8/2019,28.38,64.75,204.18,108.12,41.37,-0.03938,-0.04026,-0.03952,-0.02674,-0.03725,,,
2/8/2019,28.27,64.53,202.03,108.11,40.58,-0.00388,-0.0034,-0.01059,-0.00009,-0.01928,,,
5/8/2019,27.02,62.21,194.61,104.89,39.01,-0.04522,-0.03661,-0.03742,-0.03024,-0.03946,,,
6/8/2019,27.35,63.23,198.79,105.71,39.72,0.01214,0.01626,0.02125,0.00779,0.01804,,,
7/8/2019,26.84,62.17,198.53,103.42,39.08,-0.01882,-0.01691,-0.00131,-0.0219,-0.01624,,,
8/8/2019,27.31,63.7,199.74,105.17,39.77,0.01736,0.02431,0.00608,0.01678,0.0175,,,
9/8/2019,27.26,63.04,199.65,105.05,39.99,-0.00183,-0.01042,-0.00045,-0.00114,0.00552,,,
12/8/2019,26.6,61.31,194.46,103.08,38.89,-0.02451,-0.02783,-0.02634,-0.01893,-0.02789,,,
13-08-2019,26.67,61.87,196.96,104.67,39.21,0.00263,0.00909,0.01277,0.01531,0.00819,,,
14-08-2019,25.42,58.61,188.71,100.32,37.9,-0.048,-0.05413,-0.04279,-0.04245,-0.03398,,,
15-08-2019,25.26,58.52,189.3,100.71,37.67,-0.00631,-0.00154,0.00312,0.00388,-0.00609,,,
16-08-2019,26.01,60.58,192.43,103.12,38.48,0.02926,0.0346,0.0164,0.02365,0.02127,,,
19-08-2019,26.24,61.38,195.11,104.05,38.9,0.0088,0.01312,0.01383,0.00898,0.01086,,,
20-08-2019,25.71,60.53,192.97,102.73,38.45,-0.0204,-0.01394,-0.01103,-0.01277,-0.01164,,,
21-08-2019,25.91,60.37,193.65,103.01,38.48,0.00775,-0.00265,0.00352,0.00272,0.00078,,,
22-08-2019,26.16,61,195.33,104.08,38.8,0.0096,0.01038,0.00864,0.01033,0.00828,,,
23-08-2019,25.47,59.12,189.32,101.49,37.9,-0.02673,-0.0313,-0.03125,-0.0252,-0.02347,,,
26-08-2019,25.77,59.86,192.65,102.31,38.7,0.01171,0.01244,0.01744,0.00805,0.02089,,,
27-08-2019,25.47,58.85,191.13,101.22,38.34,-0.01171,-0.01702,-0.00792,-0.01071,-0.00935,,,
28-08-2019,25.84,59.52,193.4,102.24,38.91,0.01442,0.01132,0.01181,0.01003,0.01476,,,
29-08-2019,26.3,60.99,197.54,104.56,39.79,0.01765,0.0244,0.02118,0.02244,0.02236,,,
30-08-2019,26.47,61.42,198,105.17,39.98,0.00644,0.00703,0.00233,0.00582,0.00476,,,
3/9/2019,26.03,60.53,193.2,103.92,39.5,-0.01676,-0.0146,-0.02454,-0.01196,-0.01208,,,
4/9/2019,26.45,61.35,195.88,105.18,40.02,0.01601,0.01346,0.01378,0.01205,0.01308,,,
5/9/2019,27.24,63.31,201.05,107.57,40.92,0.02943,0.03145,0.02605,0.02247,0.02224,,,
6/9/2019,26.86,62.96,201.2,107.8,40.64,-0.01405,-0.00554,0.00075,0.00214,-0.00687,,,
9/9/2019,27.73,65.65,205.83,110.47,41.54,0.03188,0.04184,0.02275,0.02447,0.0219,,,
10/9/2019,28.43,65.83,209.38,111.88,41.99,0.02493,0.00274,0.0171,0.01268,0.01077,,,
11/9/2019,28.53,65.76,210.51,112.18,42.34,0.00351,-0.00106,0.00538,0.00268,0.0083,,,
12/9/2019,28.74,66.14,212.4,112.87,42.7,0.00733,0.00576,0.00894,0.00613,0.00847,,,
13-09-2019,29.22,67.18,213.52,115.09,43.51,0.01656,0.0156,0.00526,0.01948,0.01879,,,
16-09-2019,29.18,66.65,210.92,114.07,43.12,-0.00137,-0.00792,-0.01225,-0.0089,-0.009,,,
17-09-2019,29,66.31,209.65,113.51,42.6,-0.00619,-0.00511,-0.00604,-0.00492,-0.01213,,,
18-09-2019,29.06,66.89,210.79,114.64,42.74,0.00207,0.00871,0.00542,0.00991,0.00328,,,
19-09-2019,28.88,66.55,208.99,114.28,42.42,-0.00621,-0.0051,-0.00858,-0.00315,-0.00752,,,
20-09-2019,28.66,66.19,207.54,113.82,42.08,-0.00765,-0.00542,-0.00696,-0.00403,-0.00805,,,
23-09-2019,28.59,66.38,207.27,113.8,41.97,-0.00245,0.00287,-0.0013,-0.00018,-0.00262,,,
24-09-2019,28.03,64.8,201.73,112.32,40.99,-0.01978,-0.02409,-0.02709,-0.01309,-0.02363,,,
25-09-2019,28.33,66.22,203.94,112.96,41.47,0.01065,0.02168,0.0109,0.00568,0.01164,,,
26-09-2019,28.22,65.96,202.18,112.03,41.07,-0.00389,-0.00393,-0.00867,-0.00827,-0.00969,,,
27-09-2019,28.43,66.29,202.91,112.69,41.28,0.00741,0.00499,0.0036,0.00587,0.0051,,,
30-09-2019,28.25,65.93,201.22,112.66,41.11,-0.00635,-0.00545,-0.00836,-0.00027,-0.00413,,,
1/10/2019,27.55,65.04,196.81,110.61,39.87,-0.02509,-0.01359,-0.02216,-0.01836,-0.03063,,,
2/10/2019,26.97,63.24,192.5,108.41,38.76,-0.02128,-0.02807,-0.02214,-0.02009,-0.02824,,,
3/10/2019,26.94,63.66,191.52,108.26,38.78,-0.00111,0.00662,-0.0051,-0.00138,0.00052,,,
4/10/2019,27.48,65.07,194.98,110.6,39.29,0.01985,0.02191,0.0179,0.02138,0.01307,,,
7/10/2019,27.42,65.04,194.59,110.36,39.2,-0.00219,-0.00046,-0.002,-0.00217,-0.00229,,,
8/10/2019,26.76,63.37,191.65,107.9,38.37,-0.02436,-0.02601,-0.01522,-0.02254,-0.0214,,,
9/10/2019,27.01,64.35,191.14,108.68,38.97,0.0093,0.01535,-0.00266,0.0072,0.01552,,,
10/10/2019,27.56,65.49,194.08,110.21,39.55,0.02016,0.01756,0.01526,0.01398,0.01477,,,
11/10/2019,28,66.9,198.75,112.07,40.4,0.01584,0.0213,0.02378,0.01674,0.02126,,,
14-10-2019,28.22,67.04,199.85,112.37,40.71,0.00783,0.00209,0.00552,0.00267,0.00764,,,
15-10-2019,28.8,67.97,200.47,115.76,40.98,0.02034,0.01378,0.0031,0.02972,0.00661,,,
16-10-2019,29.22,66.33,201.41,115.49,41.23,0.01448,-0.02442,0.00468,-0.00234,0.00608,,,
17-10-2019,29.31,66.43,200.47,116.13,41.86,0.00308,0.00151,-0.00468,0.00553,0.01516,,,
18-10-2019,29.4,66.56,200.53,116.34,42.07,0.00307,0.00196,0.0003,0.00181,0.005,,,
21-10-2019,30.05,68.53,203.18,119.22,43.34,0.02187,0.02917,0.01313,0.02445,0.02974,,,
22-10-2019,30.22,68.77,203.52,120.42,43.73,0.00564,0.0035,0.00167,0.01002,0.00896,,,
23-10-2019,30.43,69.15,205.19,120.74,44.24,0.00693,0.00551,0.00817,0.00265,0.01159,,,
24-10-2019,30.38,69,204.93,120.65,44.09,-0.00164,-0.00217,-0.00127,-0.00075,-0.0034,,,
25-10-2019,30.72,69.83,208.02,121.61,44.68,0.01113,0.01196,0.01497,0.00793,0.01329,,,
28-10-2019,30.84,70.23,211.44,122.08,45.13,0.0039,0.00571,0.01631,0.00386,0.01002,,,
29-10-2019,31.06,69.76,211.33,122,45.12,0.00711,-0.00671,-0.00052,-0.00066,-0.00022,,,
30-10-2019,30.63,69.64,209.55,121.32,44.91,-0.01394,-0.00172,-0.00846,-0.00559,-0.00467,,,
31-10-2019,30.29,68.58,207.19,120.54,44.71,-0.01116,-0.01534,-0.01133,-0.00645,-0.00446,,,
1/11/2019,30.8,70.98,211.09,123.32,45.95,0.0167,0.0344,0.01865,0.0228,0.02736,,,
4/11/2019,31.38,72.24,213.5,124.31,47.4,0.01866,0.0176,0.01135,0.008,0.03107,,,
5/11/2019,31.79,71.93,212.3,124.58,47.33,0.01298,-0.0043,-0.00564,0.00217,-0.00148,,,
6/11/2019,31.76,71.53,212.09,124.77,47.14,-0.00094,-0.00558,-0.00099,0.00152,-0.00402,,,
7/11/2019,32.19,72.87,216.82,125.44,47.24,0.01345,0.01856,0.02206,0.00536,0.00212,,,
8/11/2019,32.22,73.17,216.45,125.81,47.72,0.00093,0.00411,-0.00171,0.00295,0.01011,,,
11/11/2019,32.14,72.67,212.68,125.37,47.66,-0.00249,-0.00686,-0.01757,-0.0035,-0.00126,,,
12/11/2019,32.05,72.16,214.02,124.63,47.58,-0.0028,-0.00704,0.00628,-0.00592,-0.00168,,,
13-11-2019,31.76,71.04,212.96,123.98,46.98,-0.00909,-0.01564,-0.00497,-0.00523,-0.01269,,,
14-11-2019,31.67,70.98,213.07,124.09,47.19,-0.00284,-0.00084,0.00052,0.00089,0.00446,,,
15-11-2019,31.9,71.51,213.86,124.99,47.56,0.00724,0.00744,0.0037,0.00723,0.00781,,,
18-11-2019,31.92,71.51,213.36,126.04,47.6,0.00063,0,-0.00234,0.00837,0.00084,,,
19-11-2019,31.91,71.92,213.66,126,47.89,-0.00031,0.00572,0.00141,-0.00032,0.00607,,,
20-11-2019,31.66,71.04,211.59,125.09,47.67,-0.00787,-0.01231,-0.00974,-0.00725,-0.0046,,,
21-11-2019,31.81,71.03,211.9,125.38,47.41,0.00473,-0.00014,0.00146,0.00232,-0.00547,,,
22-11-2019,32.14,71.97,213.89,126.21,47.81,0.01032,0.01315,0.00935,0.0066,0.0084,,,
25-11-2019,32.42,72.74,216.29,126.88,48.5,0.00867,0.01064,0.01116,0.00529,0.01433,,,
26-11-2019,32.3,72.53,216,127.06,47.97,-0.00371,-0.00289,-0.00134,0.00142,-0.01099,,,
27-11-2019,32.37,72.78,216.49,127.43,48.33,0.00216,0.00344,0.00227,0.00291,0.00748,,,
29-11-2019,32.27,72.21,216.14,127.14,48.04,-0.00309,-0.00786,-0.00162,-0.00228,-0.00602,,,
2/12/2019,32.38,71.63,212.52,126.86,47.65,0.0034,-0.00806,-0.01689,-0.0022,-0.00815,,,
3/12/2019,31.81,70.49,207.25,125.23,46.71,-0.01776,-0.01604,-0.02511,-0.01293,-0.01992,,,
4/12/2019,32.11,71.35,210.86,127.7,47.41,0.00939,0.01213,0.01727,0.01953,0.01487,,,
5/12/2019,32.23,71.81,212.03,128.4,47.64,0.00373,0.00643,0.00553,0.00547,0.00484,,,
6/12/2019,32.79,72.87,219.33,130.31,48.35,0.01723,0.01465,0.03385,0.01477,0.01479,,,
9/12/2019,32.63,72.41,216.59,129.7,48.15,-0.00489,-0.00633,-0.01257,-0.00469,-0.00415,,,
10/12/2019,32.65,72.84,216.66,129.79,48.22,0.00061,0.00592,0.00032,0.00069,0.00145,,,
11/12/2019,32.76,72.62,215.99,129.48,48.01,0.00336,-0.00302,-0.0031,-0.00239,-0.00436,,,
12/12/2019,33.77,74.06,220.73,133.18,49.21,0.03036,0.01964,0.02171,0.02818,0.02469,,,
13-12-2019,33.54,73.43,219.71,132.02,48.77,-0.00683,-0.00854,-0.00463,-0.00875,-0.00898,,,
16-12-2019,33.79,73.93,222.68,132.53,49.24,0.00743,0.00679,0.01343,0.00386,0.00959,,,
17-12-2019,34.12,74.72,225.71,133.34,49.41,0.00972,0.01063,0.01352,0.00609,0.00345,,,
18-12-2019,34.19,74.9,225.03,133.2,49.18,0.00205,0.00241,-0.00302,-0.00105,-0.00467,,,
19-12-2019,34.04,75.17,224.53,132.54,49.38,-0.0044,0.0036,-0.00222,-0.00497,0.00406,,,
20-12-2019,34.05,75.46,223.55,132.43,49.21,0.00029,0.00385,-0.00437,-0.00083,-0.00345,,,
23-12-2019,34.25,75.71,223.7,132.39,49.24,0.00586,0.00331,0.00067,-0.0003,0.00061,,,
24-12-2019,34.3,75.54,224.5,132.76,49.21,0.00146,-0.00225,0.00357,0.00279,-0.00061,,,
26-12-2019,34.59,76.73,225.77,134.17,49.62,0.00842,0.01563,0.00564,0.01056,0.0083,,,
27-12-2019,34.43,76.58,225.24,134.26,49.6,-0.00464,-0.00196,-0.00235,0.00067,-0.0004,,,
30-12-2019,34.23,76.43,224.4,133.77,49.47,-0.00583,-0.00196,-0.00374,-0.00366,-0.00262,,,
31-12-2019,34.3,76.79,224.52,134.52,49.63,0.00204,0.0047,0.00053,0.00559,0.00323,,,
