Date,BAC,CITI,GS,JPMC,MS,BAC_return,CITI_return,GS_return,JPMC_return,MS_return,,,
2/1/2020,34.71,78.08,228.81,136.15,50.52,0.01188,0.01666,0.01893,0.01204,0.01777,,,
3/1/2020,33.99,76.61,226.13,134.35,49.71,-0.02096,-0.01901,-0.01178,-0.01331,-0.01616,,,
6/1/2020,33.94,76.37,228.45,134.24,49.53,-0.00147,-0.00314,0.01021,-0.00082,-0.00363,,,
7/1/2020,33.72,75.71,229.95,131.96,49.43,-0.0065,-0.00868,0.00654,-0.01713,-0.00202,,,
8/1/2020,34.06,76.28,232.17,132.99,50.06,0.01003,0.0075,0.00961,0.00778,0.01266,,,
9/1/2020,34.12,76.97,236.89,133.48,50.54,0.00176,0.009,0.02013,0.00368,0.00954,,,
10/1/2020,33.83,76.18,236.42,132.14,50.69,-0.00854,-0.01032,-0.00199,-0.01009,0.00296,,,
13-01-2020,34.14,77.52,239.44,133.24,51.24,0.00912,0.01744,0.01269,0.00829,0.01079,,,
14-01-2020,34.4,78.73,239.88,134.8,51.32,0.00759,0.01549,0.00184,0.01164,0.00156,,,
15-01-2020,33.76,78.09,239.44,132.78,51.39,-0.01878,-0.00816,-0.00184,-0.0151,0.00136,,,
16-01-2020,33.81,77.86,243.85,133.29,54.79,0.00148,-0.00295,0.01825,0.00383,0.06406,,,
17-01-2020,33.8,77.97,243.59,134.21,55.83,-0.0003,0.00141,-0.00107,0.00688,0.0188,,,
21-01-2020,33.37,76.8,239.92,132.89,54.29,-0.0128,-0.01512,-0.01518,-0.00988,-0.02797,,,
22-01-2020,33.46,76.99,241.24,132.74,54.23,0.00269,0.00247,0.00549,-0.00113,-0.00111,,,
23-01-2020,33.23,76.7,239.8,132.6,53.91,-0.0069,-0.00377,-0.00599,-0.00106,-0.00592,,,
24-01-2020,32.66,75.38,236.23,129.31,52.96,-0.0173,-0.01736,-0.015,-0.02512,-0.01778,,,
27-01-2020,31.99,73.73,232.54,128.22,51.56,-0.02073,-0.02213,-0.01574,-0.00847,-0.02679,,,
28-01-2020,32.37,74.24,236.87,130.55,52.44,0.01181,0.00689,0.01845,0.01801,0.01692,,,
29-01-2020,32.15,73.51,234.47,130.36,52.11,-0.00682,-0.00988,-0.01018,-0.00146,-0.00631,,,
30-01-2020,32.61,74.43,238.39,131.97,52.59,0.01421,0.01244,0.01658,0.01227,0.00917,,,
31-01-2020,31.97,72,232.16,128.54,51.07,-0.01982,-0.03319,-0.02648,-0.02633,-0.02933,,,
3/2/2020,32.11,72.69,233.39,129.52,51.4,0.00437,0.00954,0.00528,0.0076,0.00644,,,
4/2/2020,32.74,74.02,236.25,131.39,52.79,0.01943,0.01813,0.01218,0.01433,0.02668,,,
5/2/2020,33.8,76.29,238.55,133.62,53.73,0.03186,0.03021,0.00969,0.01683,0.01765,,,
6/2/2020,33.76,76.41,236.13,133.64,53.75,-0.00118,0.00157,-0.0102,0.00015,0.00037,,,
7/2/2020,33.71,76.14,232.4,133.21,53.77,-0.00148,-0.00354,-0.01592,-0.00322,0.00037,,,
10/2/2020,33.78,75.94,231.78,133.77,54.09,0.00207,-0.00263,-0.00267,0.0042,0.00593,,,
11/2/2020,33.86,76.53,230.9,134.02,54.51,0.00237,0.00774,-0.0038,0.00187,0.00773,,,
12/2/2020,34.01,76.76,233.04,134.02,54.9,0.00442,0.003,0.00923,0,0.00713,,,
13-02-2020,34,76.44,232.74,133.9,54.65,-0.00029,-0.00418,-0.00129,-0.0009,-0.00456,,,
14-02-2020,33.94,76.24,231.5,133.49,54.57,-0.00177,-0.00262,-0.00534,-0.00307,-0.00146,,,
18-02-2020,33.37,75.07,227.73,131.73,54.25,-0.01694,-0.01547,-0.01642,-0.01327,-0.00588,,,
19-02-2020,33.81,75.52,231.75,133.52,55.02,0.0131,0.00598,0.0175,0.0135,0.01409,,,
20-02-2020,33.94,75.68,227.26,133.52,52.52,0.00384,0.00212,-0.01956,0,-0.0465,,,
21-02-2020,33.46,73.96,225.2,131.89,51.22,-0.01424,-0.02299,-0.00911,-0.01228,-0.02506,,,
24-02-2020,31.88,70.18,219.26,128.35,48.55,-0.04837,-0.05246,-0.02673,-0.02721,-0.05354,,,
25-02-2020,30.27,67.18,212.49,122.62,46.93,-0.05182,-0.04369,-0.03136,-0.04567,-0.03394,,,
26-02-2020,29.83,65.97,210.71,122.99,46.16,-0.01464,-0.01818,-0.00841,0.00301,-0.01654,,,
27-02-2020,28.37,62.36,200.85,117.87,44.37,-0.05018,-0.05628,-0.04792,-0.04252,-0.03955,,,
28-02-2020,27.76,61.4,197.25,112.76,44,-0.02174,-0.01551,-0.01809,-0.04432,-0.00837,,,
2/3/2020,28.6,65.4,205.79,118.01,45.42,0.02981,0.06311,0.04238,0.04551,0.03176,,,
3/3/2020,27.03,62.94,199.86,113.59,43.39,-0.05646,-0.03834,-0.02924,-0.03817,-0.04572,,,
4/3/2020,27.65,65.21,205.08,116.39,44.21,0.02268,0.03543,0.02578,0.02435,0.01872,,,
5/3/2020,26.25,61.43,195.3,110.68,41.62,-0.05196,-0.05971,-0.04886,-0.0503,-0.06037,,,
6/3/2020,25.2,59.29,189.47,104.96,40.89,-0.04082,-0.03546,-0.03031,-0.05306,-0.0177,,,
9/3/2020,21.49,49.7,169.78,90.74,36.64,-0.15926,-0.17644,-0.10973,-0.14558,-0.10974,,,
10/3/2020,23.14,53.78,181.12,97.8,38.6,0.07398,0.0789,0.06466,0.07493,0.05211,,,
11/3/2020,22.22,49.14,168.87,93.19,36.03,-0.04057,-0.09023,-0.07003,-0.04828,-0.0689,,,
12/3/2020,20.1,41.86,148.04,85.51,30.6,-0.10027,-0.16034,-0.13165,-0.08601,-0.16335,,,
13-03-2020,23.68,49.39,174.06,100.91,36.64,0.16391,0.16542,0.16192,0.1656,0.18014,,,
16-03-2020,20.03,39.85,151.95,85.81,30.93,-0.1674,-0.21463,-0.13585,-0.16209,-0.16941,,,
17-03-2020,21.54,38.95,155.89,91.06,33.02,0.07268,-0.02284,0.0256,0.05938,0.06539,,,
18-03-2020,20.38,35.25,137.56,81.47,30.05,-0.05536,-0.09981,-0.12509,-0.11128,-0.09425,,,
19-03-2020,20.78,38.36,146.87,82.84,30.21,0.01944,0.08455,0.06549,0.01668,0.00531,,,
20-03-2020,19.28,36.83,135.98,81.09,28.99,-0.07492,-0.0407,-0.07704,-0.02135,-0.04122,,,
23-03-2020,17.72,34.24,132.6,76.75,27.18,-0.08437,-0.07292,-0.02517,-0.05501,-0.06447,,,
24-03-2020,20.61,39.34,150.9,85.88,32.46,0.15108,0.13885,0.12928,0.1124,0.17753,,,
25-03-2020,20.68,40.5,152.41,89.08,33.21,0.00339,0.02906,0.00996,0.03658,0.02284,,,
26-03-2020,22.27,44.53,162.88,95.29,34.9,0.07407,0.09486,0.06644,0.06739,0.04964,,,
27-03-2020,21.17,42.38,155.56,88.5,33.23,-0.05066,-0.04949,-0.04598,-0.07392,-0.04903,,,
30-03-2020,21.6,42.65,156.82,90.8,34.04,0.02011,0.00635,0.00807,0.02566,0.02408,,,
31-03-2020,20.81,40.75,151.88,87.43,33.22,-0.03726,-0.04557,-0.03201,-0.03782,-0.02438,,,
1/4/2020,19.38,37.26,142.74,81.93,30.9,-0.07119,-0.08954,-0.06207,-0.06497,-0.0724,,,
2/4/2020,20.16,37.96,147.3,84.99,33.13,0.03946,0.01861,0.03145,0.03667,0.06968,,,
3/4/2020,19.63,36.27,144.35,82.47,33.08,-0.02664,-0.04554,-0.02023,-0.0301,-0.00151,,,
6/4/2020,20.96,39.79,155.45,87.78,36.17,0.06556,0.09262,0.07408,0.0624,0.0893,,,
7/4/2020,21.7,39.91,163.11,88.94,36.1,0.0347,0.00301,0.0481,0.01313,-0.00194,,,
8/4/2020,22.98,42.83,173.85,92.53,38.47,0.05731,0.07061,0.06377,0.03957,0.06359,,,
9/4/2020,24.37,45.87,181.03,100.83,40.14,0.05873,0.06857,0.04047,0.0859,0.04249,,,
13-04-2020,23.44,45.17,176.04,96.35,38.68,-0.03891,-0.01538,-0.02795,-0.04545,-0.03705,,,
14-04-2020,23.26,43.95,175.1,93.71,38.95,-0.00771,-0.02738,-0.00535,-0.02778,0.00696,,,
15-04-2020,21.75,41.47,175.39,89.09,37.52,-0.06712,-0.05808,0.00165,-0.05056,-0.0374,,,
16-04-2020,20.99,39.21,173.93,85.69,37.48,-0.03557,-0.05604,-0.00836,-0.03891,-0.00107,,,
17-04-2020,22.82,43.98,180.27,93.39,38.2,0.08359,0.1148,0.0358,0.08605,0.01903,,,
20-04-2020,22.05,42.58,177.23,89.99,37.48,-0.03432,-0.03235,-0.01701,-0.03709,-0.01903,,,
21-04-2020,21.21,40.22,170.76,87.38,36.11,-0.03884,-0.05702,-0.03719,-0.02943,-0.03724,,,
22-04-2020,21.37,40.87,172.89,87.66,36.95,0.00752,0.01603,0.0124,0.0032,0.023,,,
23-04-2020,21.43,41.08,171.98,87.71,36.61,0.0028,0.00513,-0.00528,0.00057,-0.00924,,,
24-04-2020,21.74,41.7,173.89,89.01,37.1,0.01436,0.01498,0.01104,0.01471,0.0133,,,
27-04-2020,23,45.05,180.32,92.85,38.41,0.05634,0.07727,0.03631,0.04224,0.0347,,,
28-04-2020,23.41,45.68,183.73,93.5,39.21,0.01767,0.01389,0.01873,0.00698,0.02061,,,
29-04-2020,24.29,48.63,186.7,96.02,40.21,0.0369,0.06258,0.01604,0.0266,0.02518,,,
30-04-2020,23.57,46.99,180.2,93.96,38.87,-0.03009,-0.03431,-0.03544,-0.02169,-0.03389,,,
1/5/2020,22.62,44.51,173.99,91.5,37.85,-0.04114,-0.05422,-0.03507,-0.02653,-0.02659,,,
4/5/2020,22.47,44.12,172.94,90.41,37.55,-0.00665,-0.0088,-0.00605,-0.01198,-0.00796,,,
5/5/2020,22.21,42.98,175.17,90.27,37.44,-0.01164,-0.02618,0.01281,-0.00155,-0.00293,,,
6/5/2020,21.91,42,173.82,88.58,36.77,-0.0136,-0.02307,-0.00774,-0.0189,-0.01806,,,
7/5/2020,22.39,43.65,179.12,89.5,38.26,0.02167,0.03853,0.03004,0.01033,0.03972,,,
8/5/2020,23.1,45.29,182.14,90.96,39.51,0.03122,0.03688,0.01672,0.01618,0.03215,,,
11/5/2020,22.13,43.09,179.95,88.28,39.26,-0.0429,-0.0498,-0.0121,-0.02991,-0.00635,,,
12/5/2020,21.43,41.41,174.1,85.4,37.87,-0.03214,-0.03977,-0.03305,-0.03317,-0.03605,,,
13-05-2020,20.45,39.7,168.79,82.45,36.46,-0.04681,-0.04217,-0.03097,-0.03515,-0.03794,,,
14-05-2020,21.28,41.13,171.39,85.88,37.27,0.03978,0.03539,0.01529,0.04076,0.02197,,,
15-05-2020,21.01,40.99,168.85,84.29,36.76,-0.01277,-0.00341,-0.01493,-0.01869,-0.01378,,,
18-05-2020,22.47,44.66,178.69,88.75,39.71,0.06718,0.08575,0.05664,0.05156,0.07719,,,
19-05-2020,21.77,43.45,174.71,87.01,38.77,-0.03165,-0.02747,-0.02253,-0.0198,-0.02396,,,
20-05-2020,22.45,44.46,178.26,89.62,40.48,0.03076,0.02298,0.02012,0.02956,0.04316,,,
21-05-2020,22.44,44,176.94,88.48,39.73,-0.00045,-0.0104,-0.00743,-0.0128,-0.0187,,,
22-05-2020,22.21,43.12,176.77,87.79,39.56,-0.0103,-0.0202,-0.00096,-0.00783,-0.00429,,,
26-05-2020,23.8,47.1,192.62,94.02,43.07,0.06914,0.08829,0.08587,0.06856,0.08501,,,
27-05-2020,25.46,51.1,205.98,99.47,46.19,0.06742,0.08151,0.06706,0.05635,0.06994,,,
28-05-2020,24.37,48.07,197.69,97.99,43.77,-0.04376,-0.06113,-0.04108,-0.01499,-0.05381,,,
29-05-2020,23.64,46.85,194.25,95.48,43.57,-0.03041,-0.02571,-0.01755,-0.02595,-0.00458,,,
1/6/2020,24.12,48.35,197.65,96.75,44.06,0.0201,0.03152,0.01735,0.01321,0.01118,,,
2/6/2020,24.35,49.71,201.81,97.07,44.93,0.00949,0.02774,0.02083,0.0033,0.01955,,,
3/6/2020,25.47,52.16,208.17,102.31,46.24,0.04497,0.04811,0.03103,0.05258,0.02874,,,
4/6/2020,26.43,54.42,212.37,104.44,48,0.037,0.04242,0.01997,0.02061,0.03736,,,
5/6/2020,27.74,57.56,215.43,109.14,48.83,0.04838,0.0561,0.01431,0.04402,0.01714,,,
8/6/2020,28.17,59.88,218.29,111.32,49.44,0.01538,0.03951,0.01319,0.01978,0.01241,,,
9/6/2020,27.85,58.18,215.61,108.47,49.68,-0.01142,-0.0288,-0.01235,-0.02594,0.00484,,,
10/6/2020,26.25,54.62,211.08,104.07,48,-0.05917,-0.06314,-0.02123,-0.04141,-0.0344,,,
11/6/2020,23.62,47.32,191.92,95.39,43.94,-0.10557,-0.14347,-0.09516,-0.08709,-0.08838,,,
12/6/2020,24.46,51.09,199.48,98,45.62,0.03495,0.07666,0.03864,0.02699,0.03752,,,
15-06-2020,24.82,51.81,203.96,99.35,46.73,0.01461,0.01399,0.02221,0.01368,0.02404,,,
16-06-2020,25.46,53.24,207.2,100.15,47.87,0.02546,0.02723,0.01576,0.00802,0.0241,,,
17-06-2020,24.67,51.83,203.84,97.61,47.08,-0.03152,-0.02684,-0.01635,-0.02569,-0.01664,,,
18-06-2020,24.71,51.87,201.51,97.08,46.9,0.00162,0.00077,-0.0115,-0.00544,-0.00383,,,
19-06-2020,24.92,51.75,199.33,95.98,46.26,0.00846,-0.00232,-0.01088,-0.0114,-0.01374,,,
22-06-2020,24.3,50.91,201.1,94.94,46.71,-0.02519,-0.01637,0.00884,-0.01089,0.00968,,,
23-06-2020,24.47,51.78,202.44,96.09,47.21,0.00697,0.01694,0.00664,0.01204,0.01065,,,
24-06-2020,23.5,49.68,195.76,92.88,46.28,-0.04045,-0.0414,-0.03355,-0.03398,-0.0199,,,
25-06-2020,24.4,51.51,204.74,96.12,48.1,0.03758,0.03617,0.04485,0.03429,0.03857,,,
26-06-2020,22.85,48.48,187.03,90.85,46.38,-0.06563,-0.06062,-0.09047,-0.05639,-0.03641,,,
29-06-2020,23.08,49.18,191.26,91.26,46.57,0.01002,0.01434,0.02236,0.0045,0.00409,,,
30-06-2020,23.44,49.97,195.37,92.3,47.61,0.01548,0.01594,0.02126,0.01133,0.02209,,,
1/7/2020,22.96,49.24,195.32,91.51,46.93,-0.02069,-0.01472,-0.00026,-0.0086,-0.01439,,,
2/7/2020,22.99,49.43,195.15,91.81,47.11,0.00131,0.00385,-0.00087,0.00327,0.00383,,,
6/7/2020,23.35,50.82,204.99,94.13,48.13,0.01554,0.02773,0.04919,0.02496,0.02142,,,
7/7/2020,22.71,49.21,197.09,91.47,46.81,-0.02779,-0.03219,-0.0393,-0.02867,-0.02781,,,
8/7/2020,22.8,49.75,199.94,92.44,48.21,0.00396,0.01091,0.01436,0.01055,0.02947,,,
9/7/2020,22.47,48.35,194.58,90.44,46.83,-0.01458,-0.02854,-0.02717,-0.02187,-0.02904,,,
10/7/2020,23.71,51.48,203.22,95.38,49.09,0.05372,0.06273,0.04345,0.05318,0.04713,,,
13-07-2020,23.87,51.04,206.5,96.75,49.51,0.00673,-0.00858,0.01601,0.01426,0.00852,,,
14-07-2020,23.82,49.04,211.57,97.31,49.78,-0.0021,-0.03997,0.02426,0.00577,0.00544,,,
15-07-2020,24.28,50.69,214.43,98.81,50.62,0.01913,0.03309,0.01343,0.0153,0.01673,,,
16-07-2020,23.62,50.32,212.22,99.09,51.89,-0.02756,-0.00733,-0.01036,0.00283,0.02478,,,
17-07-2020,22.92,49.11,209,97.26,51.66,-0.03008,-0.02434,-0.01529,-0.01864,-0.00444,,,
20-07-2020,23.27,49.03,209.3,96.41,51.12,0.01516,-0.00163,0.00143,-0.00878,-0.01051,,,
21-07-2020,24.1,50.58,209.6,98.5,51.63,0.03505,0.03112,0.00143,0.02145,0.00993,,,
22-07-2020,23.99,50.52,203.65,97.78,50.27,-0.00457,-0.00119,-0.0288,-0.00734,-0.02669,,,
23-07-2020,24.22,50.93,200.7,98.07,49.84,0.00954,0.00808,-0.01459,0.00296,-0.00859,,,
24-07-2020,24.03,50.53,199.17,97.38,49.47,-0.00788,-0.00788,-0.00765,-0.00706,-0.00745,,,
27-07-2020,23.82,50.15,200.7,96.01,50.59,-0.00878,-0.00755,0.00765,-0.01417,0.02239,,,
28-07-2020,24.04,50.13,199.32,96.43,49.55,0.00919,-0.0004,-0.0069,0.00437,-0.02077,,,
29-07-2020,24.94,51.36,200.27,98.76,49.87,0.03675,0.02424,0.00475,0.02388,0.00644,,,
30-07-2020,24.52,49.74,197.25,96.13,48.59,-0.01698,-0.03205,-0.01519,-0.02699,-0.026,,,
31-07-2020,24.55,49.4,195.7,95.75,48.52,0.00122,-0.00686,-0.00789,-0.00396,-0.00144,,,
3/8/2020,24.66,49.77,197.12,95.22,49.1,0.00447,0.00746,0.00723,-0.00555,0.01188,,,
4/8/2020,24.68,49.53,199.34,94.67,48.9,0.00081,-0.00483,0.0112,-0.00579,-0.00408,,,
5/8/2020,25.06,50.42,202.19,96.32,49.4,0.01528,0.01781,0.0142,0.01728,0.01017,,,
6/8/2020,25.14,50.27,201.92,96.35,49.09,0.00319,-0.00298,-0.00134,0.00031,-0.0063,,,
7/8/2020,25.77,51.48,205.89,98.47,49.98,0.02475,0.02378,0.01947,0.02176,0.01797,,,
10/8/2020,26.21,52.21,206.99,99.71,50.21,0.01693,0.01408,0.00533,0.01251,0.00459,,,
11/8/2020,26.57,53.1,208.65,102.87,51.4,0.01364,0.0169,0.00799,0.0312,0.02342,,,
12/8/2020,26.38,52.7,209.71,101.99,51.99,-0.00718,-0.00756,0.00507,-0.00859,0.01141,,,
13-08-2020,26.01,52.24,206.01,101.43,51.8,-0.01413,-0.00877,-0.0178,-0.00551,-0.00366,,,
14-08-2020,26.12,52.28,205.6,101.47,51.92,0.00422,0.00077,-0.00199,0.00039,0.00231,,,
17-08-2020,25.56,50.79,200.75,98.79,50.9,-0.02167,-0.02891,-0.02387,-0.02677,-0.01984,,,
18-08-2020,25.2,49.72,199.01,97.42,50.55,-0.01418,-0.02129,-0.00871,-0.01396,-0.0069,,,
19-08-2020,25.17,49.67,200.7,97.64,50.99,-0.00119,-0.00101,0.00846,0.00226,0.00867,,,
20-08-2020,24.77,48.97,199.55,96.47,50.43,-0.01602,-0.01419,-0.00575,-0.01206,-0.01104,,,
21-08-2020,24.65,48.7,200.12,96.43,50.72,-0.00486,-0.00553,0.00285,-0.00041,0.00573,,,
24-08-2020,25.35,50.43,204.97,99.14,51.98,0.028,0.03491,0.02395,0.02772,0.02454,,,
25-08-2020,25.66,51.02,203.65,99.58,51.67,0.01215,0.01163,-0.00646,0.00443,-0.00598,,,
26-08-2020,25.23,50.23,204.86,98.18,51.33,-0.0169,-0.01561,0.00592,-0.01416,-0.0066,,,
27-08-2020,25.71,51.09,207.75,101.41,52.22,0.01885,0.01698,0.01401,0.03237,0.01719,,,
28-08-2020,25.96,51.64,205.34,101.83,52.5,0.00968,0.01071,-0.01167,0.00413,0.00535,,,
31-08-2020,25.4,50.49,203.76,99.27,51.88,-0.02181,-0.02252,-0.00772,-0.02546,-0.01188,,,
1/9/2020,25.37,50.57,204.35,99.22,52.19,-0.00118,0.00158,0.00289,-0.0005,0.00596,,,
2/9/2020,25.68,51.31,208.9,100.72,52.86,0.01215,0.01453,0.02202,0.015,0.01276,,,
3/9/2020,25.5,50.87,206.43,100.4,52.36,-0.00703,-0.00861,-0.01189,-0.00318,-0.0095,,,
4/9/2020,26.38,51.88,209.8,102.57,52.32,0.03393,0.01966,0.01619,0.02138,-0.00076,,,
8/9/2020,25.32,50.42,201.38,99,49.8,-0.04101,-0.02855,-0.04096,-0.03543,-0.04936,,,
9/9/2020,25.35,50.77,201.12,99.94,50.68,0.00118,0.00692,-0.00129,0.00945,0.01752,,,
10/9/2020,24.98,50.33,198.93,98.91,49.92,-0.0147,-0.0087,-0.01095,-0.01036,-0.01511,,,
11/9/2020,25.34,50.38,199.83,100.14,49.98,0.01431,0.00099,0.00451,0.01236,0.0012,,,
14-09-2020,25.59,47.56,200.25,101.53,50.77,0.00982,-0.0576,0.0021,0.01379,0.01568,,,
15-09-2020,25.12,44.26,196.93,98.37,50.02,-0.01854,-0.07191,-0.01672,-0.03162,-0.01488,,,
16-09-2020,25.44,45.46,199.59,98.78,50.77,0.01266,0.02675,0.01342,0.00416,0.01488,,,
17-09-2020,25.19,44.97,193.77,97.65,49.88,-0.00988,-0.01084,-0.02959,-0.01151,-0.01769,,,
18-09-2020,25.05,44.31,193.8,97.45,49.71,-0.00557,-0.01479,0.00015,-0.00205,-0.00341,,,
21-09-2020,24.32,43.39,192.95,94.43,48,-0.02957,-0.02098,-0.0044,-0.03148,-0.03501,,,
22-09-2020,23.79,42.76,190.58,93.4,47.28,-0.02203,-0.01463,-0.01236,-0.01097,-0.01511,,,
23-09-2020,23.12,41.34,185.11,91.89,46.08,-0.02857,-0.03377,-0.02912,-0.0163,-0.02571,,,
24-09-2020,23.2,41.67,194.05,91.81,46.27,0.00345,0.00795,0.04717,-0.00087,0.00411,,,
25-09-2020,23.34,41.51,193.89,92.61,46.69,0.00602,-0.00385,-0.00082,0.00868,0.00904,,,
28-09-2020,23.94,42.81,197.99,95.28,48.02,0.02538,0.03084,0.02093,0.02842,0.02809,,,
29-09-2020,23.62,41.9,195.72,94.47,46.89,-0.01346,-0.02149,-0.01153,-0.00854,-0.02381,,,
30-09-2020,23.94,42.58,199.88,95.38,47.99,0.01346,0.0161,0.02103,0.00959,0.02319,,,
